Isolda,55.5*,56200,3.0431915,0.16296158,3.88625,173.71976,263.64862,359.7247722
Medea,46.4*,56200,3.1162926,0.10581764,4.26329,100.60001,313.51741,137.7156908
Lilaea,39.3*,56200,2.7517975,0.1461289,6.80271,162.74656,122.12453,256.8728868
Aschera,26.4*,56200,2.6108959,0.0312797,3.43493,134.28696,342.03772,197.32792
Oenone,25.4*,56200,2.7652813,0.0368041,1.68642,317.37856,25.01469,149.57465
Kleopatra,72.8*,56200,2.7958999,0.24878295,13.0999,180.19665,215.48897,284.1359677
Eudora,23*,56200,2.8778731,0.3037434,10.45598,154.74339,163.00834,66.21209
Bianca,40*,56200,2.6693307,0.11585053,15.19345,62.43149,170.70272,213.9066406
Thusnelda,28.7*,56200,2.3539365,0.2233807,10.84696,142.22321,200.92739,216.69512
Stephania,13.3*,56200,2.3480877,0.2584543,7.58995,78.59238,257.99175,105.80737
Eos,61.4*,56200,3.0086619,0.104919,10.88169,194.13876,141.86275,161.73347
Lucia,31.3*,56200,3.1352014,0.13735065,2.1575,179.2703,80.31485,103.4007882
Rosa,24.3*,56200,3.0944222,0.11613253,1.93639,61.20419,47.9455,56.8312487
Oceana,40.2*,56200,2.6447039,0.04457938,5.83784,281.95924,352.9025,43.158211
Henrietta,37.9*,56200,3.3920098,0.26429375,20.87004,104.36553,197.12229,297.9369293
Weringia,24.1*,56200,2.7120394,0.2033666,15.92168,152.72187,135.11932,67.77871
Philosophia,38.2*,56200,3.1698185,0.1934241,9.09161,264.67257,327.0605,188.33267
Adelinda,31.3*,56200,3.4215691,0.13992253,2.07986,311.67142,28.07129,219.7750766
Athamantis,71.2*,56200,2.3817266,0.06206671,9.44432,139.13341,239.91687,100.8464373
Vindobona,30.4*,56200,2.9191235,0.1554945,5.09487,267.24609,350.84671,97.86738
Russia,18.7*,56200,2.5551828,0.1745467,6.06123,51.59401,152.34062,236.01496
Asterope,47.9*,56200,2.6592663,0.10139814,7.6839,125.34527,222.03521,180.492242
Barbara,33*,56200,2.3861511,0.24366721,15.35372,192.20914,144.60882,2.6981689
Carolina,36.2*,56200,2.8805033,0.0629471,9.03013,210.30588,66.04815,255.0256572
Honoria,48.6*,56200,2.799721,0.1872741,7.68307,174.84011,186.05385,359.91565
Coelestina,29.8*,56200,2.7630775,0.0734179,9.74792,199.84255,84.37003,312.15547
Hypatia,48.6*,56200,2.9081896,0.08662455,12.39093,209.45489,183.96318,253.1287068
Adrastea,18.3*,56200,2.968903,0.2323457,6.16337,210.43193,180.75984,323.49111
Vanadis,33.3*,56200,2.6647079,0.20627859,2.10422,299.99089,115.19893,103.6645465
Germania,64*,56200,3.0502395,0.09717343,5.51334,79.59167,270.51624,20.2578073
Kriemhild,30.4*,56200,2.8629601,0.1190213,11.35011,279.28326,206.96899,66.66772
Ida,21.6*,56200,2.8616028,0.04173178,1.13224,109.69529,324.06063,114.965705
Vera,57.3*,56200,3.1010473,0.19402489,5.15973,328.82989,61.41543,228.9845229
Asporina,39.6*,56200,2.6938487,0.10886118,15.62378,96.79279,162.36253,220.1556505
Eukrate,51.8*,56200,2.7419529,0.24299911,24.9933,54.73978,0.19988,132.3857326
Lameia,19.1*,56200,2.4701409,0.06651754,4.05864,11.66786,246.88023,267.9558914
Ilse,11.4*,56200,2.3780244,0.2164933,9.62057,42.04516,334.7637,208.05363
Bettina,64*,56200,3.1480254,0.1309521,12.81326,76.10556,23.91062,170.27081
Sophia,21*,56200,3.0946742,0.1000746,10.51182,285.39934,156.17878,47.13094
Clementina,31.8*,56200,3.1607364,0.0707379,10.04267,155.69157,202.07179,245.61905
Mathilde,19.2*,56200,2.6460353,0.2663497,6.74234,157.35359,179.6207,210.1518639
Oppavia,17.5*,56200,2.7457042,0.0768727,9.47227,155.3516,13.69069,318.62636
Walpurga,23*,56200,2.9983517,0.0690912,13.31077,47.72258,183.03083,85.31824
Silesia,26.8*,56200,3.1201995,0.1124095,3.63604,27.2381,34.39326,140.67265
Tyche,41.9*,56200,2.6150023,0.20512845,14.30136,154.70317,207.6571,192.0425919
Aletheia,58.9*,56200,3.1327437,0.12698701,10.81511,168.28473,86.87012,253.407953
Huberta,33.7*,56200,3.4471668,0.11615167,6.41433,181.22952,165.41347,254.6962842
Prymno,27.2*,56200,2.3314992,0.08861615,3.63623,66.01189,96.66479,8.1447115
Valda,9.7*,56200,2.5512545,0.2139111,7.68944,25.6099,38.53387,289.6275
Dresda,17.5*,56200,2.8876223,0.0756333,1.31381,160.02569,216.49583,259.58099
Libussa,43.5*,56200,2.7974959,0.1348624,10.43106,341.21228,49.72758,319.6546423
Anna,12.1*,56200,2.4192511,0.2681146,25.63761,251.63419,335.6023,78.26606
Aline,36.5*,56200,2.803023,0.15744738,13.40119,150.52625,235.91732,119.3514735
Tirza,16.7*,56200,2.7736003,0.10122256,6.00969,195.70789,73.89507,29.8376806
Adorea,46.4*,56200,3.0942763,0.13575473,2.43964,69.64577,120.91373,48.4963014
Justitia,26.4*,56200,2.6149612,0.21389979,5.47983,119.87153,156.76537,253.0678602
